Store Number,Period,Sales Inc VAT,Sales Ex VAT,Volume,Transactions,CSAT,ASP,Category,Junior Buyer Area,Area,TPNB,Margin,Customer Families,Clubcard Penetration,Avg weekly Customer Frequency,GHS vs Instore,Convenience store names
5,P11,1407.47,8469.98,278,230,88,59.24,Packaged,Beers,North Dublin,SKU_86,382.28,Wick,0.96,3.2,GHS,Wexford Store
5,P11,8352.63,2892.37,97,203,89,91.9,Fresh,Frozen Foods,Kerry/Limerick,SKU_87,103.26,Zeta,0.56,1.85,InStore,Arklow Store
5,P11,6755.07,6384.35,260,77,83,171.18,Clothing,Juice,South Dublin,SKU_88,385.11,Omega,0.8,2.21,GHS,New Store
5,P11,2749.75,8484.54,391,166,84,230.65,Packaged,Berries,Kerry/Limerick,SKU_89,447.59,Omega,0.29,2.86,GHS,New Store
5,P11,5301.43,3890.11,428,50,83,70.03,Clothing,Beers,Kerry/Limerick,SKU_90,180.07,Wick,0.45,1.0,InStore,Wilton Store
5,P11,8879.85,8496.92,401,226,77,208.2,Fresh,Snacks,Mid-West,SKU_91,497.88,Zeta,0.92,1.34,InStore,Arklow Store
5,P11,1680.17,3463.14,413,68,94,35.47,Fresh,Frozen Foods,Mid-West,SKU_92,44.3,Wick,0.4,0.95,GHS,Wexford Store
5,P11,1338.86,1846.89,60,71,97,82.82,Packaged,Breads,Mid-West,SKU_93,498.41,Roshni,0.11,3.57,InStore,Wexford Store
5,P11,9577.42,3477.22,464,185,77,67.28,Fresh,Beers,North Dublin,SKU_94,177.17,Roshni,0.84,3.05,InStore,Wexford Store
5,P11,7858.72,5697.59,245,288,79,100.78,Clothing,Breads,Mid-West,SKU_95,321.81,Wick,0.41,1.58,GHS,Wexford Store
5,P11,1115.23,1887.66,279,123,96,73.59,Clothing,Snacks,North Dublin,SKU_96,287.24,Omega,0.51,0.97,InStore,New Store
5,P11,8338.33,2149.86,154,87,88,148.29,Packaged,Juice,North Dublin,SKU_97,378.38,Roshni,0.25,2.08,InStore,New Store
5,P11,7061.16,3709.37,238,243,79,351.19,Packaged,Breads,North Dublin,SKU_98,79.83,Roshni,0.79,2.69,GHS,Wexford Store
5,P11,2128.08,640.05,452,82,86,301.79,Clothing,Frozen Foods,Kerry/Limerick,SKU_99,295.92,Omega,0.51,4.1,GHS,Wexford Store
5,P11,4746.35,8350.13,145,41,91,129.28,Clothing,Beers,North Dublin,SKU_100,444.92,Wick,0.4,2.06,InStore,New Store
5,P12,6852.79,2055.45,354,252,78,53.18,Clothing,Snacks,North Dublin,SKU_1,127.79,Omega,0.84,2.47,InStore,Wilton Store
5,P12,6593.96,4496.35,87,225,92,431.22,Packaged,Frozen Foods,Kerry/Limerick,SKU_2,427.93,Zeta,0.35,4.63,InStore,Arklow Store
5,P12,7070.84,8344.76,283,98,71,385.86,Packaged,Frozen Foods,North Dublin,SKU_3,290.61,Wick,0.27,1.62,InStore,New Store
5,P12,7300.94,7857.84,235,34,85,332.85,Packaged,Snacks,North Dublin,SKU_4,450.28,Roshni,0.53,2.46,InStore,Wexford Store
5,P12,2965.29,4843.17,207,86,73,424.86,Fresh,Berries,Kerry/Limerick,SKU_5,362.32,Wick,0.22,1.31,InStore,Wexford Store
5,P12,517.15,7409.36,281,47,83,47.23,Packaged,Breads,North Dublin,SKU_6,108.96,Wick,0.68,1.39,GHS,Arklow Store
5,P12,735.3,4976.58,288,215,74,51.76,Packaged,Juice,Mid-West,SKU_7,239.12,Omega,0.19,2.43,GHS,Wexford Store
5,P12,8349.27,1124.89,89,195,79,296.69,Fresh,Frozen Foods,Mid-West,SKU_8,99.18,Zeta,0.12,1.35,InStore,Arklow Store
5,P12,7967.75,1760.66,299,118,74,293.3,Packaged,Beers,North Dublin,SKU_9,344.29,Zeta,0.13,4.9,GHS,Wexford Store
5,P12,1207.14,5468.58,156,176,72,263.45,Fresh,Beers,North Dublin,SKU_10,198.57,Wick,0.15,1.37,InStore,New Store
5,P12,1407.06,6014.53,100,62,71,259.89,Fresh,Snacks,Mid-West,SKU_11,204.39,Wick,0.97,0.96,InStore,Arklow Store
5,P12,6357.07,5778.72,92,133,86,180.89,Clothing,Snacks,North Dublin,SKU_12,65.65,Wick,0.38,4.81,InStore,New Store
5,P12,1253.88,1330.05,252,81,80,157.51,Fresh,Snacks,South Dublin,SKU_13,159.95,Wick,0.9,1.95,InStore,Wilton Store
5,P12,7340.83,1320.05,244,247,100,173.8,Clothing,Frozen Foods,South Dublin,SKU_14,399.15,Roshni,0.19,1.17,GHS,New Store
5,P12,8678.86,2258.69,56,190,73,201.51,Fresh,Juice,Kerry/Limerick,SKU_15,476.18,Roshni,0.88,2.21,GHS,New Store
5,P12,9537.33,1796.7,190,230,71,141.53,Packaged,Snacks,North Dublin,SKU_16,165.43,Wick,0.88,0.71,InStore,Arklow Store
5,P12,5708.58,2023.03,349,271,71,109.84,Fresh,Juice,South Dublin,SKU_17,41.28,Roshni,0.99,3.62,GHS,New Store
5,P12,7069.56,2599.67,361,181,84,438.86,Fresh,Dairy,Kerry/Limerick,SKU_18,173.8,Zeta,0.79,4.84,InStore,Wexford Store
5,P12,1719.11,2217.67,111,284,97,439.68,Fresh,Dairy,North Dublin,SKU_19,257.33,Zeta,0.7,3.44,InStore,New Store
5,P12,9370.14,8092.4,476,258,71,418.0,Fresh,Beers,Mid-West,SKU_20,435.15,Roshni,0.25,4.56,GHS,Wilton Store
5,P12,3809.23,4354.65,297,287,75,83.14,Fresh,Snacks,South Dublin,SKU_21,228.34,Omega,0.86,0.77,GHS,Wilton Store
5,P12,7493.29,3722.18,477,153,92,464.69,Fresh,Frozen Foods,North Dublin,SKU_22,26.61,Zeta,0.85,4.69,GHS,Wilton Store
5,P12,2707.16,3253.72,335,141,89,449.77,Packaged,Frozen Foods,North Dublin,SKU_23,116.03,Roshni,0.81,4.65,GHS,Arklow Store
5,P12,2886.13,3247.92,103,208,93,436.07,Fresh,Dairy,South Dublin,SKU_24,283.07,Zeta,0.45,4.33,GHS,Wexford Store
5,P12,3495.06,2595.17,178,105,75,157.04,Clothing,Frozen Foods,Mid-West,SKU_25,189.42,Roshni,0.98,4.41,GHS,Arklow Store
5,P12,7471.88,7125.15,268,38,90,478.76,Fresh,Frozen Foods,Kerry/Limerick,SKU_26,441.41,Omega,0.17,0.64,GHS,New Store
5,P12,5622.5,2950.05,152,132,93,123.18,Clothing,Juice,South Dublin,SKU_27,150.29,Omega,0.1,1.52,GHS,Wexford Store
5,P12,1417.52,1003.24,295,260,79,447.95,Packaged,Dairy,Kerry/Limerick,SKU_28,279.26,Roshni,0.24,4.5,GHS,New Store
5,P12,5383.0,5149.09,177,150,93,257.96,Clothing,Beers,North Dublin,SKU_29,493.64,Wick,0.3,3.95,InStore,New Store
5,P12,9936.88,7477.87,130,38,92,329.63,Fresh,Dairy,Mid-West,SKU_30,104.13,Zeta,0.34,1.52,GHS,Arklow Store
5,P12,7132.36,8282.23,240,204,81,171.07,Packaged,Frozen Foods,Mid-West,SKU_31,162.04,Omega,0.3,3.77,GHS,Arklow Store
5,P12,6330.37,8652.42,53,33,97,37.54,Fresh,Breads,Mid-West,SKU_32,45.18,Omega,0.78,2.3,GHS,Wilton Store
5,P12,1740.89,7304.82,254,287,95,211.89,Clothing,Berries,North Dublin,SKU_33,468.11,Zeta,0.75,3.08,InStore,Arklow Store
5,P12,5326.51,7085.71,252,243,85,207.13,Clothing,Breads,South Dublin,SKU_34,308.99,Zeta,0.31,1.92,InStore,New Store
5,P12,6166.77,8340.08,348,176,91,187.92,Fresh,Berries,South Dublin,SKU_35,371.36,Omega,0.39,3.36,GHS,New Store
5,P12,8174.2,4628.45,341,81,92,287.65,Clothing,Frozen Foods,Mid-West,SKU_36,128.67,Zeta,0.86,0.6,GHS,Wilton Store
5,P12,4079.62,7310.31,188,278,80,251.63,Packaged,Juice,South Dublin,SKU_37,199.42,Zeta,0.51,4.86,GHS,New Store
5,P12,7466.61,6248.5,261,132,81,217.86,Fresh,Berries,South Dublin,SKU_38,312.53,Zeta,0.1,2.12,InStore,Arklow Store
5,P12,4176.14,4391.42,185,79,74,327.32,Fresh,Beers,South Dublin,SKU_39,349.64,Wick,0.84,2.93,GHS,Arklow Store
5,P12,6518.85,3481.41,292,132,95,398.73,Packaged,Juice,Mid-West,SKU_40,476.51,Omega,0.96,2.5,GHS,Wilton Store
5,P12,1355.88,1891.03,447,89,85,69.03,Packaged,Frozen Foods,North Dublin,SKU_41,354.11,Wick,0.61,2.79,InStore,Wexford Store
5,P12,3101.99,2714.39,355,238,87,195.14,Packaged,Berries,North Dublin,SKU_42,473.75,Wick,0.55,4.9,InStore,Wexford Store
5,P12,681.91,4102.48,87,233,91,206.36,Packaged,Snacks,South Dublin,SKU_43,50.27,Wick,0.23,3.95,GHS,Arklow Store
5,P12,4887.95,6075.41,295,222,71,309.44,Packaged,Berries,Mid-West,SKU_44,466.23,Wick,0.55,3.26,GHS,Wilton Store
5,P12,827.54,2525.27,166,267,93,250.52,Fresh,Breads,Kerry/Limerick,SKU_45,118.06,Zeta,0.36,3.23,GHS,Arklow Store
5,P12,1973.04,8921.26,391,75,81,18.45,Fresh,Juice,South Dublin,SKU_46,473.45,Roshni,0.39,0.92,GHS,New Store
5,P12,4500.83,2253.29,424,49,95,286.68,Packaged,Breads,North Dublin,SKU_47,471.35,Zeta,0.75,2.59,InStore,Wilton Store
5,P12,4119.58,3095.15,302,189,83,335.92,Clothing,Juice,South Dublin,SKU_48,381.57,Zeta,0.98,4.66,GHS,New Store
5,P12,1413.43,3814.1,294,198,88,372.08,Fresh,Berries,North Dublin,SKU_49,263.14,Wick,0.98,0.58,GHS,New Store
5,P12,5256.27,3014.5,496,233,84,434.92,Packaged,Frozen Foods,North Dublin,SKU_50,494.24,Roshni,0.81,4.43,GHS,Arklow Store
5,P12,640.77,1523.61,446,37,94,298.14,Packaged,Breads,North Dublin,SKU_51,456.17,Roshni,0.97,3.22,GHS,Wexford Store
5,P12,3164.9,2901.6,57,78,90,343.34,Fresh,Berries,Mid-West,SKU_52,129.09,Omega,0.43,2.34,InStore,Arklow Store
5,P12,3839.09,2765.93,303,105,75,330.43,Packaged,Breads,South Dublin,SKU_53,288.7,Zeta,0.23,3.87,InStore,New Store
5,P12,514.79,8482.72,175,271,85,457.93,Packaged,Snacks,North Dublin,SKU_54,183.06,Omega,0.64,4.18,InStore,New Store
5,P12,2959.82,611.03,121,126,97,73.19,Fresh,Beers,Mid-West,SKU_55,226.48,Roshni,0.59,1.91,InStore,Wilton Store
5,P12,9054.16,2286.64,319,76,76,177.24,Fresh,Dairy,North Dublin,SKU_56,260.77,Zeta,0.99,3.07,GHS,Wexford Store
5,P12,2693.51,4312.44,487,164,94,120.91,Fresh,Berries,North Dublin,SKU_57,328.3,Omega,0.13,4.28,GHS,Arklow Store
5,P12,7034.13,2847.28,81,283,93,196.23,Fresh,Snacks,North Dublin,SKU_58,269.87,Zeta,0.24,2.87,InStore,Wexford Store
5,P12,9633.83,4523.46,386,251,81,443.86,Packaged,Breads,Mid-West,SKU_59,307.29,Omega,0.77,2.34,InStore,Arklow Store
5,P12,8773.78,5825.22,94,109,77,68.57,Fresh,Juice,Mid-West,SKU_60,466.93,Roshni,0.28,3.55,GHS,Wexford Store
5,P12,9528.6,6770.36,452,40,83,480.51,Clothing,Beers,North Dublin,SKU_61,68.03,Wick,0.12,1.32,InStore,Wilton Store
5,P12,3000.16,3545.75,288,249,79,135.74,Fresh,Breads,North Dublin,SKU_62,424.24,Wick,0.18,2.61,GHS,Arklow Store
5,P12,2210.08,4406.91,234,220,91,318.58,Clothing,Berries,Mid-West,SKU_63,348.44,Wick,0.47,1.5,GHS,Arklow Store
5,P12,4720.56,8375.72,91,66,74,95.55,Fresh,Breads,North Dublin,SKU_64,340.97,Zeta,0.81,1.42,GHS,Wexford Store
5,P12,6418.2,7439.97,469,124,91,81.4,Clothing,Frozen Foods,Mid-West,SKU_65,181.79,Omega,0.54,2.8,InStore,New Store
5,P12,7569.64,6075.94,271,268,93,21.6,Clothing,Berries,Kerry/Limerick,SKU_66,288.87,Omega,0.89,4.93,GHS,Arklow Store
5,P12,4359.32,700.53,499,119,91,176.77,Packaged,Snacks,North Dublin,SKU_67,379.13,Wick,0.8,2.89,GHS,Wexford Store
5,P12,1848.69,6586.31,130,37,82,157.31,Fresh,Frozen Foods,Kerry/Limerick,SKU_68,113.91,Omega,0.41,1.41,InStore,Wilton Store
5,P12,3677.52,4287.43,450,284,91,445.17,Packaged,Berries,South Dublin,SKU_69,315.98,Wick,0.29,2.31,GHS,Wexford Store
5,P12,2912.97,9311.26,435,206,74,442.34,Fresh,Berries,South Dublin,SKU_70,247.93,Roshni,0.67,1.33,InStore,Arklow Store
5,P12,7863.09,5745.0,58,286,72,293.32,Clothing,Berries,Kerry/Limerick,SKU_71,428.49,Omega,0.42,2.19,GHS,Arklow Store
5,P12,1877.54,8921.29,376,193,85,254.18,Fresh,Beers,North Dublin,SKU_72,168.12,Omega,0.95,3.12,InStore,Wilton Store
5,P12,8589.41,8131.73,165,85,74,50.66,Fresh,Berries,Mid-West,SKU_73,486.21,Wick,0.47,4.26,InStore,Wilton Store
5,P12,2375.39,8025.73,66,50,75,346.52,Packaged,Dairy,Mid-West,SKU_74,85.43,Roshni,0.51,2.77,GHS,Arklow Store
5,P12,8074.54,6877.8,268,47,74,415.91,Clothing,Breads,North Dublin,SKU_75,126.52,Wick,0.81,3.9,GHS,New Store
5,P12,9449.94,2960.41,219,265,87,424.68,Clothing,Beers,Kerry/Limerick,SKU_76,408.24,Omega,0.96,3.46,GHS,Arklow Store
5,P12,3393.28,6158.89,259,131,74,296.71,Clothing,Frozen Foods,South Dublin,SKU_77,267.48,Roshni,0.54,2.59,InStore,Wexford Store
5,P12,9718.64,6080.29,273,221,76,312.84,Packaged,Juice,Mid-West,SKU_78,270.98,Zeta,0.68,1.96,GHS,Wilton Store
5,P12,661.35,5861.92,349,261,77,471.49,Clothing,Beers,Kerry/Limerick,SKU_79,355.54,Zeta,0.81,2.88,GHS,Arklow Store
5,P12,1258.26,8557.12,261,117,71,491.84,Fresh,Dairy,Kerry/Limerick,SKU_80,301.93,Wick,0.11,3.14,InStore,Wexford Store
5,P12,4483.87,6044.3,418,208,79,412.72,Packaged,Berries,South Dublin,SKU_81,219.52,Omega,0.76,3.24,GHS,Wilton Store
5,P12,1385.3,3335.48,340,157,98,464.99,Fresh,Breads,Mid-West,SKU_82,35.78,Omega,0.94,1.61,InStore,Arklow Store
5,P12,1405.06,5766.6,305,112,81,38.96,Clothing,Frozen Foods,South Dublin,SKU_83,311.1,Zeta,0.68,4.57,InStore,Wilton Store
5,P12,5576.96,2568.22,147,269,95,361.49,Packaged,Frozen Foods,North Dublin,SKU_84,398.28,Omega,0.16,1.63,InStore,Wilton Store
5,P12,2348.36,7754.63,160,106,90,234.68,Clothing,Berries,North Dublin,SKU_85,441.81,Wick,0.71,4.23,GHS,Arklow Store
5,P12,5168.99,3808.88,286,226,82,428.67,Fresh,Dairy,Kerry/Limerick,SKU_86,87.83,Omega,0.63,2.33,GHS,Wexford Store
5,P12,8265.76,7810.9,202,290,73,161.88,Packaged,Berries,Kerry/Limerick,SKU_87,235.89,Wick,0.53,4.27,InStore,Wilton Store
5,P12,5739.37,5533.46,301,131,85,487.26,Clothing,Juice,North Dublin,SKU_88,253.74,Omega,0.99,3.26,GHS,New Store
5,P12,1648.28,9169.49,127,221,80,482.02,Packaged,Juice,Mid-West,SKU_89,84.96,Omega,0.13,2.46,InStore,New Store
5,P12,9678.4,513.58,152,130,73,258.01,Fresh,Snacks,North Dublin,SKU_90,492.38,Roshni,0.53,1.19,InStore,Arklow Store
5,P12,9949.32,1996.45,449,99,86,476.67,Packaged,Juice,Kerry/Limerick,SKU_91,328.3,Wick,0.13,3.14,InStore,Wexford Store
5,P12,7232.04,5219.72,128,194,71,424.03,Fresh,Frozen Foods,North Dublin,SKU_92,449.18,Roshni,0.88,1.85,GHS,Wilton Store
5,P12,1760.66,1386.84,480,49,86,368.55,Fresh,Frozen Foods,North Dublin,SKU_93,255.05,Wick,0.73,4.87,GHS,Arklow Store
5,P12,6213.77,2732.92,435,234,97,379.75,Clothing,Frozen Foods,South Dublin,SKU_94,157.04,Zeta,0.78,0.55,GHS,Wexford Store
5,P12,805.37,3993.54,186,111,85,288.17,Fresh,Juice,Kerry/Limerick,SKU_95,108.24,Omega,0.5,3.15,InStore,Arklow Store
5,P12,3425.17,4306.69,157,78,97,112.13,Fresh,Juice,South Dublin,SKU_96,224.22,Wick,0.51,2.89,GHS,Wilton Store
5,P12,2550.06,9011.37,492,267,92,332.14,Packaged,Breads,South Dublin,SKU_97,287.45,Omega,0.38,1.55,GHS,Wexford Store
5,P12,7447.61,2970.02,129,271,96,491.42,Fresh,Frozen Foods,North Dublin,SKU_98,408.78,Wick,0.38,0.86,GHS,Wilton Store
5,P12,963.59,6562.43,476,186,91,252.0,Clothing,Beers,Kerry/Limerick,SKU_99,69.43,Omega,0.56,4.9,InStore,Arklow Store
5,P12,6927.1,3287.47,308,47,77,252.41,Packaged,Snacks,North Dublin,SKU_100,34.08,Roshni,0.62,2.27,GHS,New Store
6,P1,9900.43,5835.6,246,54,96,127.6,Packaged,Berries,South Dublin,SKU_1,477.36,Roshni,0.22,2.0,InStore,Arklow Store
6,P1,5863.86,589.77,464,40,83,44.82,Fresh,Breads,Mid-West,SKU_2,192.28,Roshni,0.42,0.67,InStore,Wilton Store
6,P1,5661.67,3882.56,108,143,73,198.29,Fresh,Frozen Foods,Kerry/Limerick,SKU_3,216.35,Roshni,0.4,4.84,InStore,Wexford Store
6,P1,2766.42,2071.64,376,292,75,50.31,Packaged,Beers,Kerry/Limerick,SKU_4,105.84,Zeta,0.16,4.93,InStore,Wilton Store
6,P1,9181.29,3724.58,397,100,78,129.18,Packaged,Frozen Foods,Mid-West,SKU_5,362.11,Wick,0.94,3.26,InStore,Wilton Store
6,P1,3023.16,6868.57,287,255,74,152.74,Fresh,Frozen Foods,Mid-West,SKU_6,186.81,Roshni,0.12,1.13,GHS,Wilton Store
6,P1,8522.29,921.19,318,59,82,315.66,Fresh,Juice,Mid-West,SKU_7,210.3,Wick,0.75,3.13,InStore,Wilton Store
6,P1,2453.07,5895.87,299,295,99,406.61,Fresh,Dairy,North Dublin,SKU_8,229.65,Wick,0.4,3.4,InStore,New Store
6,P1,571.92,8672.35,151,64,92,300.92,Fresh,Frozen Foods,South Dublin,SKU_9,440.35,Zeta,0.49,4.08,InStore,Arklow Store
6,P1,8405.43,875.02,267,114,75,192.64,Packaged,Beers,Mid-West,SKU_10,100.58,Roshni,0.81,1.26,InStore,Arklow Store
6,P1,6294.22,6252.64,313,155,72,235.03,Fresh,Breads,Mid-West,SKU_11,30.51,Roshni,0.91,4.37,GHS,Wilton Store
6,P1,9999.51,6084.12,185,253,82,106.48,Fresh,Snacks,Mid-West,SKU_12,209.19,Wick,0.71,1.54,GHS,Wexford Store
6,P1,9491.5,7054.04,120,213,99,155.74,Packaged,Snacks,South Dublin,SKU_13,468.39,Omega,0.78,2.65,GHS,Arklow Store
6,P1,7715.33,6246.53,384,51,98,177.59,Fresh,Beers,Kerry/Limerick,SKU_14,25.62,Wick,0.68,1.24,InStore,Wilton Store
6,P1,1217.24,8147.47,56,36,81,477.8,Clothing,Berries,South Dublin,SKU_15,129.87,Zeta,0.41,2.44,GHS,New Store
6,P1,8030.98,2372.41,271,131,85,272.16,Packaged,Juice,Kerry/Limerick,SKU_16,349.18,Zeta,0.77,3.16,InStore,Wilton Store
6,P1,6835.15,2252.87,283,47,80,186.79,Fresh,Juice,South Dublin,SKU_17,455.28,Wick,0.19,2.35,GHS,Wilton Store
6,P1,6514.15,5297.13,248,211,83,289.62,Clothing,Frozen Foods,South Dublin,SKU_18,366.63,Omega,0.38,3.95,GHS,New Store
6,P1,5093.67,9118.32,254,154,93,54.7,Fresh,Juice,South Dublin,SKU_19,373.55,Omega,0.55,4.34,GHS,Arklow Store
6,P1,2432.9,8617.38,460,270,89,18.12,Packaged,Beers,Mid-West,SKU_20,11.87,Wick,0.93,1.18,GHS,Wexford Store
6,P1,5222.56,7838.5,242,243,94,228.24,Packaged,Snacks,Kerry/Limerick,SKU_21,341.13,Zeta,0.64,2.78,InStore,New Store
6,P1,7081.33,1961.64,250,298,74,106.7,Packaged,Beers,Kerry/Limerick,SKU_22,287.22,Wick,0.77,0.72,GHS,Wexford Store
6,P1,4468.2,2697.93,212,128,95,105.25,Packaged,Dairy,Mid-West,SKU_23,393.59,Roshni,0.32,3.0,InStore,Wilton Store
6,P1,5416.22,7741.56,320,226,97,363.48,Packaged,Berries,Kerry/Limerick,SKU_24,450.13,Wick,0.55,2.72,GHS,Wexford Store
6,P1,6807.24,4095.13,119,251,75,450.24,Packaged,Breads,Kerry/Limerick,SKU_25,467.59,Zeta,0.83,4.83,InStore,Wilton Store
6,P1,1473.56,1793.74,157,32,94,207.78,Packaged,Berries,Kerry/Limerick,SKU_26,200.37,Zeta,0.15,4.16,InStore,Arklow Store
6,P1,9297.84,2705.05,114,149,91,225.85,Fresh,Juice,Kerry/Limerick,SKU_27,137.77,Wick,0.43,1.14,GHS,Wilton Store
6,P1,8921.58,3091.16,183,34,83,79.85,Fresh,Breads,Mid-West,SKU_28,477.51,Omega,0.6,2.29,GHS,Arklow Store
6,P1,9291.73,2302.58,209,54,73,307.6,Fresh,Breads,Mid-West,SKU_29,157.28,Zeta,0.95,1.05,GHS,Wilton Store
6,P1,3046.08,7778.48,460,190,75,63.93,Clothing,Dairy,Kerry/Limerick,SKU_30,495.69,Roshni,0.79,4.87,InStore,Wexford Store
6,P1,7866.16,9007.75,407,136,98,148.39,Clothing,Snacks,South Dublin,SKU_31,441.4,Omega,0.81,1.59,GHS,New Store
6,P1,9814.9,6908.51,391,246,71,185.74,Packaged,Snacks,Mid-West,SKU_32,361.26,Roshni,0.68,4.59,GHS,Wexford Store
6,P1,4284.92,6513.5,456,130,77,321.2,Fresh,Breads,Mid-West,SKU_33,395.12,Omega,0.52,3.13,GHS,Arklow Store
6,P1,3717.19,7089.62,303,166,100,149.61,Clothing,Juice,Kerry/Limerick,SKU_34,26.35,Zeta,0.76,2.22,InStore,Arklow Store
6,P1,7017.82,3859.68,56,272,78,402.4,Fresh,Breads,Mid-West,SKU_35,444.95,Zeta,0.59,2.98,InStore,New Store
6,P1,5270.22,7091.61,323,256,71,356.89,Clothing,Dairy,Mid-West,SKU_36,238.41,Wick,0.23,2.05,InStore,Wexford Store
6,P1,2461.56,5126.39,384,123,73,236.24,Packaged,Juice,South Dublin,SKU_37,57.01,Roshni,0.65,3.65,GHS,New Store
6,P1,4912.62,1722.87,470,39,87,492.78,Packaged,Snacks,Mid-West,SKU_38,275.37,Wick,0.22,2.19,InStore,Wexford Store
6,P1,3373.26,6457.73,383,223,74,39.18,Packaged,Juice,Mid-West,SKU_39,284.53,Omega,0.14,1.88,GHS,Wilton Store
6,P1,3203.09,4367.63,170,51,78,445.56,Packaged,Dairy,Mid-West,SKU_40,430.44,Wick,0.48,1.07,InStore,Wexford Store
6,P1,8167.97,9441.16,136,276,77,33.21,Fresh,Beers,Kerry/Limerick,SKU_41,311.3,Omega,0.69,4.55,InStore,New Store
6,P1,5332.83,6177.73,415,60,75,254.7,Fresh,Berries,South Dublin,SKU_42,76.94,Zeta,0.71,0.84,GHS,New Store
6,P1,4956.41,5034.03,170,213,88,411.58,Packaged,Berries,Mid-West,SKU_43,131.67,Omega,0.73,4.91,GHS,Arklow Store
6,P1,1502.48,5435.46,333,102,98,146.37,Packaged,Frozen Foods,North Dublin,SKU_44,130.25,Zeta,0.2,1.56,GHS,Arklow Store
6,P1,9611.69,2682.78,417,39,76,331.61,Fresh,Snacks,Kerry/Limerick,SKU_45,113.9,Zeta,0.14,4.05,GHS,Wexford Store
6,P1,4281.58,5435.31,209,97,74,161.56,Clothing,Beers,South Dublin,SKU_46,383.31,Roshni,0.31,4.34,GHS,Wexford Store
6,P1,3330.82,9110.97,370,199,71,149.83,Clothing,Snacks,Mid-West,SKU_47,281.11,Roshni,0.18,2.44,InStore,New Store
6,P1,5543.38,2439.79,203,238,70,469.61,Packaged,Breads,North Dublin,SKU_48,421.32,Omega,0.84,3.07,GHS,New Store
6,P1,6960.52,9082.82,313,109,89,485.7,Packaged,Juice,South Dublin,SKU_49,52.94,Roshni,0.24,1.78,InStore,Wilton Store
6,P1,9168.85,1196.62,322,297,100,235.58,Clothing,Snacks,South Dublin,SKU_50,290.62,Roshni,0.64,2.38,GHS,Wilton Store
6,P1,6068.57,3284.91,292,242,74,419.21,Clothing,Snacks,North Dublin,SKU_51,334.77,Zeta,0.64,4.03,InStore,Arklow Store
6,P1,2579.97,5079.26,75,105,77,122.83,Fresh,Dairy,Mid-West,SKU_52,217.91,Roshni,0.24,4.72,GHS,Wilton Store
6,P1,714.34,456.94,309,223,75,37.88,Fresh,Breads,Mid-West,SKU_53,435.91,Zeta,0.82,1.4,GHS,Arklow Store
6,P1,4257.58,4268.47,236,199,93,246.38,Packaged,Juice,Mid-West,SKU_54,74.08,Wick,0.5,0.87,InStore,Arklow Store
6,P1,4105.06,5165.16,472,129,76,479.99,Packaged,Beers,North Dublin,SKU_55,131.54,Zeta,0.4,1.52,InStore,Arklow Store
6,P1,9684.68,5288.97,91,298,77,34.45,Fresh,Breads,North Dublin,SKU_56,100.15,Roshni,0.97,2.77,GHS,New Store
6,P1,3912.94,7902.6,227,97,77,492.8,Packaged,Dairy,North Dublin,SKU_57,370.6,Zeta,0.97,1.38,InStore,Wilton Store
6,P1,6210.19,4304.31,273,230,84,443.18,Packaged,Frozen Foods,South Dublin,SKU_58,491.6,Omega,0.86,4.72,InStore,New Store
6,P1,8516.2,2731.54,274,271,97,140.8,Packaged,Snacks,Mid-West,SKU_59,123.7,Omega,0.85,1.64,GHS,Wilton Store
6,P1,8153.18,5023.3,383,80,81,328.32,Packaged,Beers,Kerry/Limerick,SKU_60,427.35,Zeta,0.39,1.7,GHS,Wexford Store
6,P1,3842.91,1706.67,259,45,93,174.1,Fresh,Berries,South Dublin,SKU_61,430.59,Roshni,0.63,1.55,GHS,Wexford Store
6,P1,1876.56,3399.15,455,131,97,312.35,Packaged,Juice,Kerry/Limerick,SKU_62,36.04,Wick,0.95,0.58,InStore,Wilton Store
6,P1,2681.88,6984.12,71,112,76,64.35,Clothing,Berries,Mid-West,SKU_63,92.59,Omega,0.34,0.9,GHS,New Store
6,P1,1920.61,6427.7,50,102,87,182.69,Packaged,Frozen Foods,Kerry/Limerick,SKU_64,489.02,Omega,0.38,3.44,GHS,Wexford Store
6,P1,9831.94,5456.81,336,133,95,336.26,Fresh,Dairy,South Dublin,SKU_65,130.36,Zeta,0.29,3.49,GHS,Wexford Store
6,P1,2413.48,6600.99,378,178,70,286.63,Clothing,Juice,Kerry/Limerick,SKU_66,62.44,Roshni,0.68,4.62,InStore,Wilton Store
6,P1,5052.71,6897.87,160,59,74,361.36,Fresh,Juice,North Dublin,SKU_67,275.91,Wick,0.11,4.5,GHS,Wexford Store
6,P1,2442.19,9226.88,449,260,80,85.33,Fresh,Berries,North Dublin,SKU_68,443.96,Omega,0.79,3.69,InStore,Wilton Store
6,P1,2403.49,4395.95,232,159,95,199.96,Fresh,Dairy,Kerry/Limerick,SKU_69,349.54,Wick,0.13,0.76,InStore,Wilton Store
6,P1,3528.07,4601.94,349,200,70,152.71,Packaged,Beers,Kerry/Limerick,SKU_70,491.38,Roshni,0.71,2.56,InStore,Arklow Store
6,P1,7244.43,4832.94,217,258,79,297.21,Packaged,Breads,South Dublin,SKU_71,157.88,Roshni,0.69,4.37,InStore,Wexford Store
