Store Number,Period,Sales Inc VAT,Sales Ex VAT,Volume,Transactions,CSAT,ASP,Category,Junior Buyer Area,Area,TPNB,Margin,Customer Families,Clubcard Penetration,Avg weekly Customer Frequency,GHS vs Instore,Convenience store names
3,P2,974.5,7337.66,487,289,95,444.98,Fresh,Juice,Mid-West,SKU_34,423.63,Roshni,0.23,5.0,GHS,Arklow Store
3,P2,7310.37,1880.89,321,176,79,326.67,Fresh,Frozen Foods,Kerry/Limerick,SKU_35,331.96,Wick,0.55,2.24,InStore,Wexford Store
3,P2,5387.2,6775.02,91,238,97,136.32,Packaged,Berries,Mid-West,SKU_36,194.78,Omega,0.31,0.72,InStore,Arklow Store
3,P2,8909.84,4973.08,195,214,93,195.49,Clothing,Berries,South Dublin,SKU_37,357.57,Zeta,0.91,2.99,InStore,New Store
3,P2,3319.18,7467.61,472,43,93,487.32,Fresh,Juice,Kerry/Limerick,SKU_38,174.0,Wick,0.76,2.36,InStore,Arklow Store
3,P2,2420.36,6665.65,389,272,85,228.01,Fresh,Berries,South Dublin,SKU_39,286.22,Zeta,0.88,2.39,InStore,Wexford Store
3,P2,3998.86,615.24,319,84,76,480.43,Fresh,Frozen Foods,Mid-West,SKU_40,146.7,Roshni,0.84,4.86,InStore,New Store
3,P2,4975.24,1825.1,310,168,72,75.0,Clothing,Juice,South Dublin,SKU_41,63.16,Roshni,0.7,2.75,GHS,Arklow Store
3,P2,2945.75,4803.56,487,153,71,438.88,Fresh,Snacks,North Dublin,SKU_42,94.46,Roshni,0.71,1.43,GHS,Arklow Store
3,P2,1505.23,3990.85,250,72,82,218.0,Clothing,Juice,Kerry/Limerick,SKU_43,382.31,Zeta,0.86,1.69,InStore,Wilton Store
3,P2,8417.23,3516.22,335,209,93,282.7,Clothing,Frozen Foods,Mid-West,SKU_44,381.32,Omega,0.34,4.86,InStore,Wilton Store
3,P2,1274.84,1051.32,197,160,88,130.35,Fresh,Frozen Foods,South Dublin,SKU_45,247.29,Omega,0.92,3.19,GHS,New Store
3,P2,9968.1,4580.8,362,82,74,313.63,Fresh,Dairy,Kerry/Limerick,SKU_46,146.66,Wick,0.2,3.42,GHS,Wilton Store
3,P2,8271.73,4299.69,417,33,100,204.64,Fresh,Snacks,Mid-West,SKU_47,100.84,Zeta,0.59,4.67,InStore,Wexford Store
3,P2,6228.26,3249.03,285,224,98,386.82,Clothing,Breads,Kerry/Limerick,SKU_48,119.38,Roshni,0.29,3.14,GHS,Wilton Store
3,P2,6961.27,6376.14,205,234,85,251.34,Clothing,Snacks,North Dublin,SKU_49,210.7,Omega,0.7,0.52,InStore,New Store
3,P2,1009.8,763.27,319,241,94,202.79,Clothing,Beers,Kerry/Limerick,SKU_50,270.96,Wick,0.33,2.81,InStore,Wexford Store
3,P2,7318.8,8445.65,180,224,94,35.24,Packaged,Breads,Kerry/Limerick,SKU_51,113.83,Zeta,0.31,4.86,InStore,Wexford Store
3,P2,6084.31,7686.26,250,232,95,145.18,Fresh,Frozen Foods,Mid-West,SKU_52,146.32,Omega,0.28,3.13,GHS,Wilton Store
3,P2,7309.21,1357.17,435,168,75,183.06,Packaged,Snacks,North Dublin,SKU_53,477.59,Zeta,0.81,5.0,GHS,New Store
3,P2,3033.29,808.88,161,111,71,134.26,Clothing,Dairy,North Dublin,SKU_54,340.62,Omega,0.43,1.11,GHS,New Store
3,P2,6748.96,1020.89,285,230,94,244.67,Clothing,Snacks,Mid-West,SKU_55,224.92,Roshni,0.67,4.58,InStore,Wilton Store
3,P2,5067.03,3301.53,486,236,77,320.64,Packaged,Breads,South Dublin,SKU_56,415.84,Roshni,0.62,3.38,GHS,Arklow Store
3,P2,6965.06,2481.91,466,157,99,306.35,Fresh,Juice,South Dublin,SKU_57,451.46,Zeta,0.48,3.87,InStore,New Store
3,P2,7584.51,3715.99,247,97,89,190.65,Fresh,Frozen Foods,South Dublin,SKU_58,376.41,Roshni,0.8,3.52,InStore,Wilton Store
3,P2,1668.41,3900.42,211,84,93,445.83,Clothing,Beers,South Dublin,SKU_59,347.69,Zeta,0.14,4.54,InStore,Arklow Store
3,P2,7916.59,4809.54,472,227,78,82.66,Fresh,Berries,Mid-West,SKU_60,234.32,Roshni,0.32,4.21,GHS,New Store
3,P2,2480.63,3345.74,257,148,89,338.97,Fresh,Berries,North Dublin,SKU_61,324.16,Roshni,0.13,4.41,InStore,New Store
3,P2,8902.04,3881.19,329,119,74,146.96,Packaged,Dairy,Kerry/Limerick,SKU_62,426.52,Roshni,0.14,1.71,GHS,Wilton Store
3,P2,2263.64,8126.31,313,240,97,352.6,Fresh,Berries,Kerry/Limerick,SKU_63,104.52,Wick,0.38,4.32,GHS,Wilton Store
3,P2,9461.79,2963.53,500,73,86,135.76,Clothing,Beers,North Dublin,SKU_64,331.99,Zeta,0.68,4.45,GHS,New Store
3,P2,4562.41,5056.56,248,251,82,29.52,Packaged,Breads,Mid-West,SKU_65,471.33,Omega,0.54,4.83,InStore,Wexford Store
3,P2,3882.57,8706.97,442,213,88,436.83,Packaged,Juice,South Dublin,SKU_66,136.76,Roshni,0.19,3.18,GHS,Wilton Store
3,P2,2933.55,1274.32,414,172,78,41.79,Packaged,Breads,Mid-West,SKU_67,473.05,Wick,0.75,3.13,InStore,Arklow Store
3,P2,6901.44,3626.37,64,260,72,472.49,Fresh,Berries,North Dublin,SKU_68,228.26,Omega,0.26,4.14,GHS,Wilton Store
3,P2,9217.86,9365.14,380,180,70,295.99,Fresh,Frozen Foods,Mid-West,SKU_69,122.97,Zeta,0.56,3.8,GHS,Wilton Store
3,P2,6701.44,7601.58,286,123,93,428.5,Clothing,Juice,North Dublin,SKU_70,79.13,Zeta,0.81,4.65,GHS,New Store
3,P2,5766.01,3696.35,326,175,76,200.09,Clothing,Beers,Kerry/Limerick,SKU_71,287.33,Omega,0.8,3.54,GHS,New Store
3,P2,3320.35,459.84,452,110,73,369.62,Clothing,Beers,South Dublin,SKU_72,60.96,Omega,0.14,1.88,InStore,Arklow Store
3,P2,8688.82,9155.69,251,215,97,318.49,Packaged,Berries,South Dublin,SKU_73,404.11,Wick,0.15,1.03,InStore,New Store
3,P2,8867.37,7228.18,98,243,76,458.06,Fresh,Dairy,South Dublin,SKU_74,220.25,Omega,0.4,3.29,GHS,Wexford Store
3,P2,5231.2,3494.36,103,175,79,307.34,Fresh,Frozen Foods,North Dublin,SKU_75,242.55,Roshni,0.76,1.96,InStore,Wilton Store
3,P2,3988.91,3670.66,326,165,88,318.95,Clothing,Frozen Foods,South Dublin,SKU_76,445.62,Roshni,0.49,1.31,GHS,Wilton Store
3,P2,2333.79,2194.83,369,98,93,266.08,Packaged,Frozen Foods,South Dublin,SKU_77,479.04,Wick,0.79,1.83,GHS,Wilton Store
3,P2,8620.94,3012.17,497,37,95,416.86,Packaged,Beers,North Dublin,SKU_78,390.38,Zeta,0.94,2.58,InStore,Wilton Store
3,P2,8379.94,4345.53,64,229,79,329.19,Clothing,Frozen Foods,Kerry/Limerick,SKU_79,496.34,Omega,0.95,0.72,InStore,Wexford Store
3,P2,2705.96,7127.13,273,184,87,138.41,Fresh,Breads,South Dublin,SKU_80,79.03,Zeta,0.8,2.98,GHS,Wilton Store
3,P2,7700.31,4594.34,344,288,92,378.97,Clothing,Frozen Foods,North Dublin,SKU_81,143.14,Zeta,0.27,2.01,GHS,New Store
3,P2,5787.86,8939.39,188,160,90,421.09,Clothing,Juice,North Dublin,SKU_82,462.74,Omega,0.93,1.43,InStore,Wilton Store
3,P2,1945.37,1985.04,450,57,97,62.69,Packaged,Juice,Kerry/Limerick,SKU_83,278.78,Wick,0.28,4.96,InStore,Wexford Store
3,P2,1981.73,4311.86,388,95,73,76.76,Fresh,Dairy,North Dublin,SKU_84,301.66,Wick,0.17,1.63,GHS,Wilton Store
3,P2,7496.53,1294.22,415,93,83,318.07,Fresh,Breads,South Dublin,SKU_85,442.36,Omega,0.89,3.39,GHS,New Store
3,P2,4648.94,9307.75,97,241,75,465.08,Fresh,Berries,Mid-West,SKU_86,350.18,Zeta,0.49,1.79,GHS,Wilton Store
3,P2,5963.88,6277.49,264,66,79,451.79,Clothing,Beers,Kerry/Limerick,SKU_87,122.88,Zeta,0.94,4.89,InStore,Arklow Store
3,P2,4694.29,4578.54,376,169,76,416.96,Fresh,Snacks,South Dublin,SKU_88,124.46,Omega,0.42,2.27,GHS,Wexford Store
3,P2,7344.29,3728.43,111,156,76,400.13,Packaged,Beers,Mid-West,SKU_89,129.02,Zeta,0.47,2.6,GHS,New Store
3,P2,9660.93,2280.07,181,278,75,401.84,Clothing,Juice,Mid-West,SKU_90,138.28,Zeta,0.26,2.87,GHS,Wexford Store
3,P2,7326.02,6350.74,371,55,93,400.89,Packaged,Snacks,Kerry/Limerick,SKU_91,386.31,Wick,0.79,1.43,InStore,Wexford Store
3,P2,3962.8,2342.26,307,48,93,178.41,Clothing,Dairy,Kerry/Limerick,SKU_92,28.6,Wick,0.6,1.46,InStore,Arklow Store
3,P2,3732.28,5816.65,409,158,71,265.83,Packaged,Frozen Foods,Kerry/Limerick,SKU_93,133.1,Wick,0.74,1.64,InStore,New Store
3,P2,1733.51,2753.42,309,185,82,296.75,Packaged,Beers,Kerry/Limerick,SKU_94,362.83,Zeta,0.88,2.21,InStore,Arklow Store
3,P2,5537.09,1300.32,76,278,72,13.59,Packaged,Dairy,North Dublin,SKU_95,424.2,Zeta,0.76,3.49,GHS,Arklow Store
3,P2,5784.13,7871.4,234,136,94,267.21,Packaged,Beers,South Dublin,SKU_96,326.43,Omega,1.0,2.35,GHS,Wilton Store
3,P2,8790.3,8916.12,348,252,99,329.05,Clothing,Dairy,North Dublin,SKU_97,120.73,Roshni,0.25,4.39,GHS,Wexford Store
3,P2,8162.2,5609.55,154,282,71,453.7,Packaged,Dairy,North Dublin,SKU_98,294.75,Zeta,0.73,1.78,InStore,Wilton Store
3,P2,1504.08,5935.18,173,72,95,317.42,Clothing,Dairy,Kerry/Limerick,SKU_99,154.74,Zeta,0.42,4.62,InStore,Wilton Store
3,P2,1711.63,8983.69,56,157,95,229.34,Packaged,Breads,North Dublin,SKU_100,190.06,Roshni,0.64,1.37,GHS,New Store
3,P3,3638.94,1230.53,162,58,94,25.5,Packaged,Breads,North Dublin,SKU_1,187.81,Roshni,0.92,1.31,InStore,New Store
3,P3,2215.46,3197.11,78,205,98,425.75,Packaged,Juice,Mid-West,SKU_2,139.66,Roshni,0.34,4.17,InStore,New Store
3,P3,2837.77,2933.93,312,95,81,320.33,Clothing,Berries,North Dublin,SKU_3,496.78,Roshni,0.15,2.59,GHS,Arklow Store
3,P3,9674.04,7573.63,208,49,93,335.15,Fresh,Snacks,South Dublin,SKU_4,54.18,Zeta,0.13,4.45,InStore,Wexford Store
3,P3,2792.45,8234.67,276,178,84,96.93,Fresh,Beers,South Dublin,SKU_5,11.04,Zeta,0.58,0.96,InStore,Arklow Store
3,P3,9151.88,864.23,406,257,77,236.71,Clothing,Breads,South Dublin,SKU_6,234.68,Roshni,0.84,2.69,GHS,Arklow Store
3,P3,8295.43,2904.84,434,106,91,182.97,Packaged,Juice,North Dublin,SKU_7,88.86,Roshni,0.37,0.69,GHS,Arklow Store
3,P3,4561.64,1190.03,72,30,91,64.13,Packaged,Berries,Mid-West,SKU_8,382.55,Zeta,0.62,1.96,GHS,Wexford Store
3,P3,4489.63,8964.0,250,159,91,235.59,Clothing,Beers,North Dublin,SKU_9,182.02,Omega,0.56,1.93,GHS,Wilton Store
3,P3,997.68,4310.18,499,37,73,287.07,Fresh,Berries,Mid-West,SKU_10,223.25,Zeta,0.24,3.19,GHS,Wexford Store
3,P3,6610.54,1244.94,397,234,92,446.16,Packaged,Snacks,Kerry/Limerick,SKU_11,337.64,Zeta,0.16,4.77,InStore,Arklow Store
3,P3,6654.8,6425.42,499,211,85,121.3,Clothing,Juice,Kerry/Limerick,SKU_12,294.47,Wick,0.86,2.36,InStore,Wilton Store
3,P3,2187.92,3394.8,483,57,89,432.44,Clothing,Snacks,South Dublin,SKU_13,344.61,Omega,0.98,4.5,InStore,Wilton Store
3,P3,5042.19,8543.58,189,91,99,423.21,Packaged,Snacks,South Dublin,SKU_14,330.54,Zeta,0.28,3.29,InStore,Wexford Store
3,P3,3796.69,5874.26,304,268,75,54.01,Clothing,Beers,Mid-West,SKU_15,97.09,Wick,0.54,1.21,InStore,New Store
3,P3,3991.47,3648.28,356,69,97,454.8,Fresh,Breads,North Dublin,SKU_16,464.27,Omega,0.23,4.99,InStore,New Store
3,P3,5878.48,7384.13,435,117,87,337.94,Fresh,Frozen Foods,Kerry/Limerick,SKU_17,107.54,Omega,0.95,0.71,GHS,New Store
3,P3,9964.82,4827.71,63,177,83,77.89,Packaged,Frozen Foods,South Dublin,SKU_18,215.03,Roshni,0.3,4.59,InStore,New Store
3,P3,884.95,2545.15,227,192,84,180.36,Packaged,Juice,North Dublin,SKU_19,181.69,Wick,0.69,4.77,InStore,Arklow Store
3,P3,9957.29,8148.06,364,262,79,169.44,Clothing,Frozen Foods,Mid-West,SKU_20,348.04,Wick,0.68,4.37,GHS,New Store
3,P3,8804.01,7677.29,500,147,93,48.1,Packaged,Berries,South Dublin,SKU_21,25.45,Omega,0.18,4.26,InStore,Wilton Store
3,P3,2174.55,3989.39,308,80,100,180.25,Fresh,Frozen Foods,North Dublin,SKU_22,245.42,Roshni,0.63,4.17,InStore,Wilton Store
3,P3,8023.98,5305.75,187,81,88,66.63,Clothing,Dairy,South Dublin,SKU_23,326.26,Wick,0.31,2.59,GHS,New Store
3,P3,3406.55,6788.43,245,175,96,282.73,Fresh,Berries,North Dublin,SKU_24,87.0,Roshni,0.64,1.9,InStore,Wexford Store
3,P3,9032.1,5556.34,489,284,74,288.95,Packaged,Snacks,Mid-West,SKU_25,355.69,Omega,0.78,4.24,InStore,Wexford Store
3,P3,9875.76,4216.13,103,127,81,324.19,Fresh,Juice,Kerry/Limerick,SKU_26,388.23,Zeta,0.43,1.86,InStore,Wilton Store
3,P3,6923.7,4812.05,205,284,73,81.95,Clothing,Frozen Foods,North Dublin,SKU_27,109.52,Omega,0.72,3.88,InStore,New Store
3,P3,6920.03,1508.52,291,253,88,485.25,Fresh,Berries,South Dublin,SKU_28,271.39,Wick,0.72,4.11,GHS,Arklow Store
3,P3,3704.0,6807.81,410,158,92,253.66,Fresh,Dairy,North Dublin,SKU_29,346.05,Roshni,0.94,4.92,GHS,Wilton Store
3,P3,6826.18,7951.43,54,47,96,408.52,Packaged,Frozen Foods,Mid-West,SKU_30,311.63,Wick,0.48,1.07,InStore,Wexford Store
3,P3,4785.64,9026.12,419,175,96,368.62,Fresh,Breads,South Dublin,SKU_31,286.84,Roshni,0.82,4.13,InStore,New Store
3,P3,9896.9,2487.03,88,188,95,162.51,Clothing,Snacks,Kerry/Limerick,SKU_32,263.48,Roshni,0.3,1.95,GHS,New Store
3,P3,3657.01,8309.17,335,71,86,475.81,Packaged,Berries,Mid-West,SKU_33,178.63,Omega,0.33,2.45,GHS,Wexford Store
3,P3,7830.8,2720.27,185,148,71,137.26,Clothing,Dairy,South Dublin,SKU_34,475.53,Zeta,0.16,0.89,GHS,Wilton Store
3,P3,4300.24,8749.69,361,133,95,447.01,Packaged,Frozen Foods,North Dublin,SKU_35,25.87,Roshni,0.12,4.97,InStore,New Store
3,P3,4565.82,1656.19,391,244,84,86.48,Clothing,Snacks,Mid-West,SKU_36,214.5,Omega,0.95,3.95,GHS,Arklow Store
3,P3,3769.9,7987.4,203,141,89,452.42,Clothing,Beers,Mid-West,SKU_37,209.2,Zeta,0.88,0.98,GHS,Arklow Store
3,P3,7439.49,5572.63,324,274,94,72.52,Fresh,Berries,South Dublin,SKU_38,18.75,Omega,0.11,0.54,GHS,Wexford Store
3,P3,9062.78,3986.02,423,278,88,32.43,Clothing,Breads,South Dublin,SKU_39,79.08,Zeta,0.57,2.23,InStore,Arklow Store
3,P3,5691.98,6077.71,255,45,74,282.42,Packaged,Snacks,Mid-West,SKU_40,122.83,Roshni,0.17,3.39,InStore,Wilton Store
3,P3,7363.91,2479.35,483,40,70,445.15,Clothing,Breads,South Dublin,SKU_41,395.4,Zeta,0.5,3.72,InStore,New Store
3,P3,4638.2,514.37,311,229,71,469.12,Packaged,Frozen Foods,South Dublin,SKU_42,107.25,Zeta,0.37,2.34,InStore,Wilton Store
3,P3,7079.47,6739.89,313,84,81,294.26,Clothing,Beers,Mid-West,SKU_43,454.41,Omega,0.44,1.81,InStore,Wilton Store
3,P3,5479.18,3290.71,408,266,98,230.89,Packaged,Berries,North Dublin,SKU_44,164.29,Roshni,0.49,4.0,InStore,New Store
3,P3,9203.55,4801.42,429,132,76,91.15,Packaged,Snacks,Mid-West,SKU_45,140.98,Wick,0.82,4.38,GHS,Arklow Store
3,P3,3363.72,3627.68,192,168,99,225.52,Fresh,Beers,South Dublin,SKU_46,144.59,Roshni,0.56,4.75,InStore,Wexford Store
3,P3,3971.91,3097.92,68,138,96,60.71,Clothing,Frozen Foods,North Dublin,SKU_47,18.56,Wick,0.74,2.44,GHS,Arklow Store
3,P3,3539.7,9010.69,377,115,95,112.74,Fresh,Frozen Foods,North Dublin,SKU_48,330.83,Omega,0.52,3.26,GHS,Arklow Store
3,P3,4518.23,5083.16,58,89,77,54.33,Clothing,Dairy,South Dublin,SKU_49,102.88,Omega,0.73,3.72,InStore,New Store
3,P3,6245.1,8071.27,236,103,90,260.48,Fresh,Dairy,Kerry/Limerick,SKU_50,246.57,Roshni,0.18,2.66,GHS,New Store
3,P3,9821.48,8180.84,84,206,85,52.15,Packaged,Snacks,South Dublin,SKU_51,246.46,Omega,0.77,2.9,GHS,Wexford Store
3,P3,1272.68,3142.33,253,164,94,253.27,Fresh,Juice,South Dublin,SKU_52,374.0,Roshni,0.49,2.63,InStore,Wilton Store
3,P3,3183.08,3190.73,295,102,100,431.45,Clothing,Breads,North Dublin,SKU_53,327.81,Omega,0.72,3.74,InStore,Wilton Store
3,P3,9712.48,916.44,139,234,91,227.06,Clothing,Frozen Foods,North Dublin,SKU_54,68.44,Roshni,0.55,3.65,InStore,New Store
3,P3,1439.38,8225.4,432,253,79,498.16,Fresh,Frozen Foods,Mid-West,SKU_55,156.53,Omega,0.93,3.73,GHS,Wilton Store
3,P3,7091.77,3109.69,193,167,80,163.57,Packaged,Juice,North Dublin,SKU_56,178.8,Omega,0.49,4.09,GHS,Wexford Store
3,P3,6665.36,4495.97,374,78,100,332.23,Clothing,Frozen Foods,Mid-West,SKU_57,162.11,Zeta,0.54,2.11,InStore,New Store
3,P3,1783.43,4038.88,112,51,73,360.81,Packaged,Juice,Kerry/Limerick,SKU_58,246.54,Zeta,0.58,4.27,InStore,Wilton Store
3,P3,4641.24,5863.16,85,52,70,141.24,Packaged,Breads,Kerry/Limerick,SKU_59,128.78,Roshni,0.78,3.19,GHS,New Store
3,P3,9015.85,823.22,337,44,87,298.77,Clothing,Dairy,Mid-West,SKU_60,285.32,Zeta,0.88,1.17,GHS,Wexford Store
3,P3,7766.45,2832.52,187,150,74,19.12,Fresh,Frozen Foods,South Dublin,SKU_61,179.03,Wick,0.63,2.9,InStore,New Store
3,P3,8860.69,8008.28,280,277,89,481.53,Clothing,Berries,South Dublin,SKU_62,188.6,Zeta,0.44,0.56,GHS,Wilton Store
3,P3,4659.49,8629.17,317,183,84,207.22,Fresh,Juice,North Dublin,SKU_63,420.8,Roshni,0.76,3.04,GHS,New Store
3,P3,9493.3,8277.06,64,123,92,444.64,Packaged,Beers,South Dublin,SKU_64,408.93,Roshni,0.18,2.27,GHS,New Store
3,P3,6383.64,5736.47,298,129,87,26.59,Packaged,Beers,North Dublin,SKU_65,240.81,Roshni,0.65,0.79,InStore,Wilton Store
3,P3,4518.04,5922.37,327,200,86,100.89,Packaged,Berries,Kerry/Limerick,SKU_66,401.4,Wick,0.66,0.99,GHS,New Store
3,P3,5116.43,7002.22,400,227,82,453.89,Fresh,Frozen Foods,North Dublin,SKU_67,57.76,Wick,0.96,0.58,GHS,Wilton Store
3,P3,4351.13,7277.24,447,171,92,250.15,Fresh,Dairy,Mid-West,SKU_68,212.08,Omega,0.26,4.82,GHS,Wexford Store
3,P3,1815.11,9488.9,66,125,91,335.08,Clothing,Berries,Mid-West,SKU_69,77.6,Roshni,0.48,1.22,GHS,Arklow Store
3,P3,6892.13,1118.61,151,296,70,160.52,Packaged,Frozen Foods,Mid-West,SKU_70,168.26,Wick,0.69,4.27,InStore,Arklow Store
3,P3,8576.09,1701.9,59,82,82,299.68,Clothing,Snacks,South Dublin,SKU_71,361.97,Wick,0.29,4.63,InStore,Arklow Store
3,P3,7719.75,4922.42,317,226,94,248.54,Fresh,Snacks,North Dublin,SKU_72,16.39,Zeta,0.56,0.66,InStore,New Store
3,P3,3569.0,6524.4,362,120,77,39.27,Fresh,Berries,Kerry/Limerick,SKU_73,240.11,Omega,0.34,2.84,GHS,Wexford Store
3,P3,7683.28,8642.71,355,230,91,498.91,Packaged,Breads,Mid-West,SKU_74,499.65,Roshni,0.94,2.28,GHS,Wilton Store
3,P3,2526.16,8445.73,314,33,78,421.48,Packaged,Berries,South Dublin,SKU_75,197.93,Wick,0.99,3.23,GHS,Wilton Store
3,P3,2464.26,3294.52,209,268,74,196.28,Packaged,Breads,South Dublin,SKU_76,450.0,Wick,0.19,1.82,InStore,Wilton Store
3,P3,6357.39,1165.83,388,95,74,432.36,Fresh,Berries,Mid-West,SKU_77,294.09,Wick,0.23,3.13,InStore,Wexford Store
3,P3,6839.75,4091.61,267,115,75,321.36,Fresh,Breads,South Dublin,SKU_78,310.69,Omega,0.37,3.94,GHS,New Store
3,P3,824.13,3966.82,475,223,70,238.05,Packaged,Breads,North Dublin,SKU_79,209.57,Zeta,0.69,3.54,InStore,New Store
3,P3,4445.27,8928.79,335,274,81,131.21,Fresh,Frozen Foods,Kerry/Limerick,SKU_80,476.46,Wick,0.41,2.03,InStore,Wilton Store
3,P3,7777.43,4242.05,463,266,81,12.42,Fresh,Berries,North Dublin,SKU_81,471.8,Zeta,0.77,1.17,GHS,New Store
3,P3,3416.93,8653.72,149,35,81,233.74,Fresh,Frozen Foods,North Dublin,SKU_82,239.04,Zeta,0.29,4.88,InStore,Arklow Store
3,P3,2267.5,4877.3,230,284,87,419.36,Packaged,Snacks,Mid-West,SKU_83,486.61,Zeta,0.18,3.19,InStore,New Store
3,P3,2788.53,1492.99,293,91,84,478.78,Clothing,Frozen Foods,North Dublin,SKU_84,268.04,Wick,0.75,1.24,InStore,Wilton Store
3,P3,6298.48,4572.53,229,298,85,400.67,Clothing,Dairy,North Dublin,SKU_85,373.07,Wick,0.56,2.42,GHS,Wexford Store
3,P3,2911.59,2832.26,283,197,84,265.75,Packaged,Dairy,Kerry/Limerick,SKU_86,52.92,Omega,0.78,4.07,GHS,Wexford Store
3,P3,6930.02,2266.13,428,185,74,473.9,Packaged,Breads,Mid-West,SKU_87,469.01,Omega,0.17,2.27,InStore,Wilton Store
3,P3,3066.68,5832.13,286,229,84,79.88,Packaged,Berries,Kerry/Limerick,SKU_88,299.07,Wick,0.48,3.45,InStore,Wilton Store
3,P3,940.48,2359.14,366,181,91,498.61,Clothing,Berries,South Dublin,SKU_89,93.39,Omega,0.34,0.52,GHS,Wexford Store
3,P3,3434.44,4412.5,478,178,82,331.24,Clothing,Beers,North Dublin,SKU_90,86.36,Wick,0.11,2.75,InStore,New Store
3,P3,3433.1,7397.17,312,98,76,66.93,Clothing,Frozen Foods,North Dublin,SKU_91,466.74,Wick,0.26,1.58,GHS,Wilton Store
3,P3,5386.08,5869.99,265,93,90,210.33,Fresh,Beers,North Dublin,SKU_92,456.73,Omega,0.65,2.85,InStore,Arklow Store
3,P3,3852.29,7504.0,419,210,77,118.65,Fresh,Berries,North Dublin,SKU_93,446.94,Omega,0.69,0.93,InStore,New Store
3,P3,1853.26,1558.43,172,92,85,11.99,Fresh,Breads,Mid-West,SKU_94,64.2,Roshni,0.83,4.07,GHS,Wilton Store
3,P3,4705.58,6416.56,94,252,73,430.95,Fresh,Snacks,Kerry/Limerick,SKU_95,310.2,Omega,0.68,2.72,InStore,Wexford Store
3,P3,3509.61,3819.06,443,282,90,313.24,Packaged,Dairy,Mid-West,SKU_96,34.02,Wick,0.82,1.15,GHS,Wexford Store
3,P3,8258.57,6458.94,365,78,74,93.99,Packaged,Dairy,South Dublin,SKU_97,394.1,Omega,0.29,4.82,GHS,Wilton Store
3,P3,2818.87,7491.49,300,197,93,168.64,Fresh,Juice,North Dublin,SKU_98,100.89,Omega,0.61,2.22,InStore,Wilton Store
3,P3,5704.69,2305.73,450,276,72,373.15,Fresh,Frozen Foods,North Dublin,SKU_99,351.21,Roshni,0.24,1.71,GHS,Arklow Store
3,P3,7621.73,7821.34,301,145,95,262.8,Packaged,Dairy,Kerry/Limerick,SKU_100,28.34,Roshni,0.87,1.36,InStore,Wexford Store
3,P4,4159.67,5625.49,420,128,86,290.61,Packaged,Frozen Foods,South Dublin,SKU_1,385.21,Omega,0.32,3.67,GHS,Wilton Store
3,P4,2377.18,3887.39,124,192,99,321.76,Packaged,Dairy,Mid-West,SKU_2,83.14,Zeta,0.41,3.79,GHS,New Store
3,P4,4891.58,5047.0,192,244,87,429.66,Packaged,Dairy,North Dublin,SKU_3,431.55,Wick,0.73,3.1,InStore,New Store
3,P4,3349.53,8850.51,371,184,88,499.31,Fresh,Juice,North Dublin,SKU_4,394.47,Roshni,0.96,4.81,InStore,Wexford Store
3,P4,3646.23,2209.32,256,139,90,452.44,Clothing,Juice,South Dublin,SKU_5,147.05,Omega,0.12,2.28,InStore,New Store
3,P4,9172.25,8683.76,478,262,73,424.28,Clothing,Berries,Kerry/Limerick,SKU_6,222.5,Roshni,0.79,1.73,InStore,Arklow Store
3,P4,3576.15,2632.48,414,68,77,434.89,Fresh,Breads,Kerry/Limerick,SKU_7,109.59,Roshni,0.55,1.12,InStore,New Store
3,P4,7729.61,4724.36,128,239,97,148.09,Clothing,Juice,South Dublin,SKU_8,206.52,Omega,0.36,0.91,InStore,Arklow Store
3,P4,8359.53,2038.51,235,83,72,314.02,Clothing,Beers,South Dublin,SKU_9,395.84,Wick,0.38,1.14,InStore,Wexford Store
3,P4,4390.32,3955.05,129,223,100,295.88,Clothing,Dairy,Mid-West,SKU_10,183.45,Wick,0.31,4.29,GHS,New Store
3,P4,1925.49,5985.12,252,100,91,57.05,Clothing,Frozen Foods,North Dublin,SKU_11,330.29,Roshni,0.56,2.82,GHS,Wexford Store
3,P4,9206.75,3452.55,448,157,73,374.84,Clothing,Berries,South Dublin,SKU_12,308.83,Wick,0.93,3.68,GHS,New Store
3,P4,3379.12,8385.59,238,274,76,467.52,Fresh,Juice,Mid-West,SKU_13,423.06,Zeta,0.8,1.01,GHS,Wexford Store
3,P4,5159.22,4000.94,432,108,92,154.04,Packaged,Frozen Foods,North Dublin,SKU_14,45.14,Wick,0.69,0.68,InStore,New Store
3,P4,5730.33,9136.36,469,113,96,485.06,Packaged,Juice,North Dublin,SKU_15,259.95,Zeta,0.21,3.79,InStore,New Store
3,P4,4855.88,6436.99,192,98,84,269.02,Clothing,Berries,Kerry/Limerick,SKU_16,77.03,Roshni,0.26,3.33,GHS,Wexford Store
3,P4,9169.3,8301.39,190,92,75,367.62,Fresh,Beers,Mid-West,SKU_17,147.58,Wick,0.81,0.56,InStore,Arklow Store
3,P4,4615.63,3312.31,163,71,88,440.87,Packaged,Juice,Mid-West,SKU_18,240.53,Omega,0.7,2.4,InStore,New Store
3,P4,1408.71,5597.95,221,81,91,179.68,Fresh,Berries,Mid-West,SKU_19,46.33,Wick,0.31,4.33,InStore,Wilton Store
